Age,Gender,Education Level,Job Title,Years of Experience,Salary,Math exam score,Programming exam score
28.0,Female,Master's Degree,Marketing Manager,7.0,110000.0,64,77
34.0,Male,PhD,Director of Marketing,12.0,170000.0,80,87
31.0,Male,Bachelor's Degree,Sales Director,9.0,140000.0,82,76
24.0,Female,High School,Sales Associate,1.0,30000.0,67,75
29.0,Male,Bachelor's Degree,Digital Marketing Manager,6.0,95000.0,56,52
27.0,Female,Master's Degree,Content Marketing Manager,4.0,80000.0,85,90
33.0,Male,PhD,Sales Director,10.0,155000.0,70,72
21.0,Female,High School,Junior Sales Representative,0.0,25000.0,69,69
36.0,Male,Bachelor's Degree,Sales Manager,11.0,160000.0,50,50
25.0,Female,Bachelor's Degree,Marketing Manager,3.0,65000.0,46,58
30.0,Male,Master's Degree,Financial Manager,7.0,120000.0,99,97
28.0,Female,PhD,Director of Marketing,6.0,105000.0,66,69
26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,85000.0,88,90
28.0,Female,Master's Degree,Marketing Manager,7.0,110000.0,86,90
34.0,Male,PhD,Director of Marketing,12.0,170000.0,69,67
31.0,Male,Bachelor's Degree,Sales Director,9.0,140000.0,70,68
24.0,Female,High School,Sales Associate,1.0,30000.0,61,74
29.0,Male,Bachelor's Degree,Digital Marketing Manager,6.0,95000.0,72,71
27.0,Female,Master's Degree,Content Marketing Manager,4.0,80000.0,64,76
33.0,Male,PhD,Sales Director,10.0,155000.0,72,62
21.0,Female,High School,Junior Sales Representative,0.0,25000.0,72,80
36.0,Male,Bachelor's Degree,Sales Manager,11.0,160000.0,60,52
25.0,Female,Bachelor's Degree,Marketing Manager,3.0,65000.0,70,74
30.0,Male,Master's Degree,Financial Manager,7.0,120000.0,45,45
28.0,Female,PhD,Director of Marketing,6.0,105000.0,39,46
26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,85000.0,63,70
28.0,Female,Master's Degree,Marketing Manager,7.0,110000.0,66,79
34.0,Male,PhD,Director of Marketing,12.0,170000.0,61,62
31.0,Male,Bachelor's Degree,Sales Director,9.0,140000.0,61,71
24.0,Female,High School,Sales Associate,1.0,30000.0,65,70
29.0,Male,Bachelor's Degree,Digital Marketing Manager,6.0,95000.0,70,74
27.0,Female,Master's Degree,Content Marketing Manager,4.0,80000.0,66,77
33.0,Male,PhD,Sales Director,10.0,155000.0,93,88
21.0,Female,High School,Junior Sales Representative,0.0,25000.0,75,78
36.0,Male,Bachelor's Degree,Sales Manager,11.0,160000.0,67,57
25.0,Female,Bachelor's Degree,Marketing Manager,3.0,65000.0,53,65
30.0,Male,Master's Degree,Financial Manager,7.0,120000.0,67,55
28.0,Female,PhD,Director of Marketing,6.0,105000.0,50,54
26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,85000.0,80,86
28.0,Female,Master's Degree,Marketing Manager,7.0,110000.0,72,77
34.0,Male,PhD,Director of Marketing,12.0,170000.0,79,70
31.0,Male,Bachelor's Degree,Sales Director,9.0,140000.0,71,72
24.0,Female,High School,Sales Associate,1.0,30000.0,67,67
29.0,Male,Bachelor's Degree,Digital Marketing Manager,6.0,95000.0,78,65
27.0,Female,Master's Degree,Content Marketing Manager,4.0,80000.0,57,74
33.0,Male,PhD,Sales Director,10.0,155000.0,60,62
21.0,Female,High School,Junior Sales Representative,0.0,25000.0,77,87
36.0,Male,Bachelor's Degree,Sales Manager,11.0,160000.0,78,81
25.0,Female,Bachelor's Degree,Marketing Manager,3.0,65000.0,56,64
30.0,Male,Master's Degree,Financial Manager,7.0,120000.0,48,53
28.0,Female,PhD,Director of Marketing,6.0,105000.0,67,80
26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,85000.0,87,72
28.0,Female,Master's Degree,Marketing Manager,7.0,110000.0,74,79
34.0,Male,PhD,Director of Marketing,12.0,170000.0,55,56
31.0,Male,Bachelor's Degree,Sales Director,9.0,140000.0,71,63
24.0,Female,High School,Sales Associate,1.0,30000.0,71,76
29.0,Male,Bachelor's Degree,Digital Marketing Manager,6.0,95000.0,81,80
27.0,Female,Master's Degree,Content Marketing Manager,4.0,80000.0,45,55
33.0,Male,PhD,Sales Director,10.0,155000.0,72,72
21.0,Female,High School,Junior Sales Representative,0.0,25000.0,41,45
36.0,Male,Bachelor's Degree,Sales Manager,11.0,160000.0,72,60
23.0,Male,Bachelor's Degree,Software Engineer,1.0,60000.0,63,64
39.0,Female,Master's Degree,Marketing Manager,12.0,150000.0,81,89
28.0,Male,Bachelor's Degree,Financial Analyst,4.0,80000.0,60,59
31.0,Female,PhD,Research Scientist,8.0,120000.0,46,54
35.0,Male,Bachelor's Degree,Project Manager,10.0,130000.0,75,69
27.0,Female,Bachelor's Degree,Graphic Designer,2.0,50000.0,79,90
42.0,Male,Master's Degree,Senior Software Engineer,18.0,180000.0,57,61
29.0,Female,Bachelor's Degree,Digital Marketing Specialist,3.0,60000.0,59,65
33.0,Male,Bachelor's Degree,Marketing Manager,7.0,110000.0,61,59
24.0,Female,High School,Sales Associate,0.0,25000.0,30,30
30.0,Male,Master's Degree,Financial Analyst,6.0,100000.0,59,52
26.0,Female,Bachelor's Degree,Social Media Manager,3.0,55000.0,39,56
32.0,Male,PhD,Data Scientist,9.0,140000.0,79,78
22.0,Female,High School,Receptionist,0.0,25000.0,63,64
37.0,Male,Bachelor's Degree,Product Manager,12.0,150000.0,75,84
38.0,Female,Master's Degree,Marketing Director,14.0,170000.0,67,74
25.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,55000.0,55,54
29.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,65000.0,71,71
27.0,Male,Bachelor's Degree,Product Designer,3.0,60000.0,79,75
34.0,Female,PhD,Research Director,10.0,150000.0,77,91
26.0,Male,Bachelor's Degree,Marketing Analyst,2.0,50000.0,83,75
31.0,Female,Master's Degree,Financial Manager,7.0,120000.0,51,69
25.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,55000.0,60,59
29.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,65000.0,66,77
27.0,Male,Bachelor's Degree,Product Designer,3.0,60000.0,60,56
34.0,Female,PhD,Research Director,10.0,150000.0,45,58
26.0,Male,Bachelor's Degree,Marketing Analyst,2.0,50000.0,47,47
31.0,Female,Master's Degree,Financial Manager,7.0,120000.0,57,67
23.0,Male,Bachelor's Degree,Software Engineer,1.0,60000.0,73,75
39.0,Female,Master's Degree,Marketing Manager,12.0,150000.0,60,67
28.0,Male,Bachelor's Degree,Financial Analyst,4.0,80000.0,41,42
31.0,Female,PhD,Research Scientist,8.0,120000.0,42,68
35.0,Male,Bachelor's Degree,Project Manager,10.0,130000.0,63,66
27.0,Female,Bachelor's Degree,Graphic Designer,2.0,50000.0,79,84
42.0,Male,Master's Degree,Senior Software Engineer,18.0,180000.0,56,54
29.0,Female,Bachelor's Degree,Digital Marketing Specialist,3.0,60000.0,56,61
33.0,Male,Bachelor's Degree,Marketing Manager,7.0,110000.0,45,44
24.0,Female,High School,Sales Associate,0.0,25000.0,54,61
30.0,Male,Master's Degree,Financial Analyst,6.0,100000.0,74,72
26.0,Female,Bachelor's Degree,Social Media Manager,3.0,55000.0,30,33
32.0,Male,PhD,Data Scientist,9.0,140000.0,81,87
22.0,Female,High School,Receptionist,0.0,25000.0,45,57
37.0,Male,Bachelor's Degree,Product Manager,12.0,150000.0,46,49
38.0,Female,Master's Degree,Marketing Director,14.0,170000.0,73,81
25.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,55000.0,62,60
29.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,65000.0,47,69
27.0,Male,Bachelor's Degree,Product Designer,3.0,60000.0,46,54
34.0,Female,PhD,Research Director,10.0,150000.0,82,90
26.0,Male,Bachelor's Degree,Marketing Analyst,2.0,50000.0,71,81
31.0,Female,Master's Degree,Financial Manager,7.0,120000.0,58,72
25.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,55000.0,70,72
29.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,65000.0,78,83
27.0,Male,Bachelor's Degree,Product Designer,3.0,60000.0,65,56
34.0,Female,PhD,Research Director,10.0,150000.0,86,93
26.0,Male,Bachelor's Degree,Marketing Analyst,2.0,50000.0,67,65
31.0,Female,Master's Degree,Financial Manager,7.0,120000.0,68,75
23.0,Male,Bachelor's Degree,Software Engineer,1.0,60000.0,37,41
39.0,Female,Master's Degree,Marketing Manager,12.0,150000.0,78,79
28.0,Male,Bachelor's Degree,Financial Analyst,4.0,80000.0,95,81
31.0,Female,PhD,Research Scientist,8.0,120000.0,40,44
35.0,Male,Bachelor's Degree,Project Manager,10.0,130000.0,74,78
27.0,Female,Bachelor's Degree,Graphic Designer,2.0,50000.0,40,46
42.0,Male,Master's Degree,Senior Software Engineer,18.0,180000.0,55,59
29.0,Female,Bachelor's Degree,Digital Marketing Specialist,3.0,60000.0,68,75
33.0,Male,Bachelor's Degree,Marketing Manager,7.0,110000.0,54,56
24.0,Female,High School,Sales Associate,0.0,25000.0,66,67
30.0,Male,Master's Degree,Financial Analyst,6.0,100000.0,60,67
26.0,Female,Bachelor's Degree,Social Media Manager,3.0,55000.0,56,65
32.0,Male,PhD,Data Scientist,9.0,140000.0,63,59
22.0,Female,High School,Receptionist,0.0,25000.0,61,63
37.0,Male,Bachelor's Degree,Product Manager,12.0,150000.0,83,81
38.0,Female,Master's Degree,Marketing Director,14.0,170000.0,77,72
25.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,55000.0,52,50
29.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,65000.0,66,74
27.0,Male,Bachelor's Degree,Product Designer,3.0,60000.0,74,69
34.0,Female,PhD,Research Director,10.0,150000.0,51,65
26.0,Male,Bachelor's Degree,Marketing Analyst,2.0,50000.0,55,45
31.0,Female,Master's Degree,Financial Manager,7.0,120000.0,85,91
25.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,55000.0,86,76
29.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,65000.0,62,65
27.0,Male,Bachelor's Degree,Product Designer,3.0,60000.0,52,50
34.0,Female,PhD,Research Director,10.0,150000.0,50,54
26.0,Male,Bachelor's Degree,Marketing Analyst,2.0,50000.0,59,58
31.0,Female,Master's Degree,Financial Manager,7.0,120000.0,88,95
23.0,Male,Bachelor's Degree,Software Engineer,1.0,60000.0,75,73
39.0,Female,Master's Degree,Marketing Manager,12.0,150000.0,55,64
28.0,Male,Bachelor's Degree,Financial Analyst,4.0,80000.0,38,36
31.0,Female,PhD,Research Scientist,8.0,120000.0,64,68
35.0,Male,Bachelor's Degree,Project Manager,10.0,130000.0,63,54
27.0,Female,Bachelor's Degree,Graphic Designer,2.0,50000.0,80,77
42.0,Male,Master's Degree,Senior Software Engineer,18.0,180000.0,64,62
29.0,Female,Bachelor's Degree,Digital Marketing Specialist,3.0,60000.0,52,55
33.0,Male,Bachelor's Degree,Marketing Manager,7.0,110000.0,47,39
24.0,Female,High School,Sales Associate,0.0,25000.0,69,71
30.0,Male,Master's Degree,Financial Analyst,6.0,100000.0,61,56
26.0,Female,Bachelor's Degree,Social Media Manager,3.0,55000.0,52,77
32.0,Male,PhD,Data Scientist,9.0,140000.0,63,63
22.0,Female,High School,Receptionist,0.0,25000.0,80,91
37.0,Male,Bachelor's Degree,Product Manager,12.0,150000.0,63,60
38.0,Female,Master's Degree,Marketing Director,14.0,170000.0,56,62
25.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,55000.0,49,43
29.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,65000.0,49,66
27.0,Male,Bachelor's Degree,Product Designer,3.0,60000.0,44,41
34.0,Female,PhD,Research Director,10.0,150000.0,63,80
26.0,Male,Bachelor's Degree,Marketing Analyst,2.0,50000.0,30,26
31.0,Female,Master's Degree,Financial Manager,7.0,120000.0,60,60
25.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,55000.0,77,80
29.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,65000.0,61,67
27.0,Male,Bachelor's Degree,Product Designer,3.0,60000.0,51,48
34.0,Female,PhD,Research Director,10.0,150000.0,49,51
26.0,Male,Bachelor's Degree,Marketing Analyst,2.0,50000.0,53,54
31.0,Female,Master's Degree,Financial Manager,7.0,120000.0,67,78
23.0,Male,Bachelor's Degree,Software Engineer,1.0,60000.0,72,64
39.0,Female,Master's Degree,Marketing Manager,12.0,150000.0,77,78
28.0,Male,Bachelor's Degree,Financial Analyst,4.0,80000.0,45,37
31.0,Female,PhD,Research Scientist,8.0,120000.0,59,71
35.0,Male,Bachelor's Degree,Project Manager,10.0,130000.0,34,38
27.0,Female,Bachelor's Degree,Graphic Designer,2.0,50000.0,72,72
42.0,Male,Master's Degree,Senior Software Engineer,18.0,180000.0,71,75
29.0,Female,Bachelor's Degree,Digital Marketing Specialist,3.0,60000.0,66,72
33.0,Male,Bachelor's Degree,Marketing Manager,7.0,110000.0,47,52
24.0,Female,High School,Sales Associate,0.0,25000.0,64,83
30.0,Male,Master's Degree,Financial Analyst,6.0,100000.0,73,81
28.0,Male,Bachelor's Degree,Software Engineer,3.0,85000.0,64,62
36.0,Female,Master's Degree,Marketing Director,11.0,160000.0,64,74
25.0,Male,Bachelor's Degree,Financial Analyst,1.0,55000.0,80,69
29.0,Female,PhD,Data Scientist,5.0,100000.0,53,61
33.0,Male,Bachelor's Degree,Project Manager,8.0,120000.0,67,75
27.0,Female,Bachelor's Degree,Graphic Designer,2.0,50000.0,77,83
43.0,Male,Master's Degree,Senior Software Engineer,19.0,185000.0,62,49
30.0,Female,Bachelor's Degree,Digital Marketing Specialist,4.0,65000.0,97,97
34.0,Male,Bachelor's Degree,Marketing Manager,9.0,130000.0,94,87
25.0,Female,High School,Sales Associate,0.0,25000.0,68,73
31.0,Male,Master's Degree,Financial Analyst,6.0,100000.0,63,65
27.0,Female,Bachelor's Degree,Social Media Manager,3.0,55000.0,77,86
33.0,Male,PhD,Research Scientist,10.0,150000.0,60,51
23.0,Female,High School,Receptionist,0.0,25000.0,84,84
38.0,Male,Bachelor's Degree,Product Manager,13.0,160000.0,50,50
39.0,Female,Master's Degree,Marketing Manager,14.0,170000.0,28,38
26.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,55000.0,85,74
30.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,65000.0,74,83
28.0,Male,Bachelor's Degree,Product Designer,3.0,60000.0,88,91
35.0,Female,PhD,Research Director,11.0,160000.0,82,85
27.0,Male,Bachelor's Degree,Marketing Analyst,2.0,50000.0,65,55
32.0,Female,Master's Degree,Financial Manager,8.0,120000.0,63,77
26.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,55000.0,82,73
30.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,65000.0,66,81
28.0,Male,Bachelor's Degree,Product Designer,3.0,60000.0,71,68
35.0,Female,PhD,Research Director,11.0,160000.0,61,59
27.0,Male,Bachelor's Degree,Marketing Analyst,2.0,50000.0,61,75
32.0,Female,Master's Degree,Financial Manager,8.0,120000.0,87,86
28.0,Male,Bachelor's Degree,Software Engineer,3.0,85000.0,78,77
36.0,Female,Master's Degree,Marketing Director,11.0,160000.0,71,79
25.0,Male,Bachelor's Degree,Financial Analyst,1.0,55000.0,87,79
29.0,Female,PhD,Data Scientist,5.0,100000.0,57,69
33.0,Male,Bachelor's Degree,Project Manager,8.0,120000.0,54,44
27.0,Female,Bachelor's Degree,Graphic Designer,2.0,50000.0,54,56
43.0,Male,Master's Degree,Senior Software Engineer,19.0,185000.0,81,69
30.0,Female,Bachelor's Degree,Digital Marketing Specialist,4.0,65000.0,49,53
34.0,Male,Bachelor's Degree,Marketing Manager,9.0,130000.0,70,75
25.0,Female,High School,Sales Associate,0.0,25000.0,63,71
31.0,Male,Master's Degree,Financial Analyst,6.0,100000.0,62,49
27.0,Female,Bachelor's Degree,Social Media Manager,3.0,55000.0,67,73
33.0,Male,PhD,Research Scientist,10.0,150000.0,51,43
23.0,Female,High School,Receptionist,0.0,25000.0,65,71
38.0,Male,Bachelor's Degree,Product Manager,13.0,160000.0,71,56
39.0,Female,Master's Degree,Marketing Manager,14.0,170000.0,80,85
26.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,55000.0,67,70
30.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,65000.0,80,86
28.0,Male,Bachelor's Degree,Product Designer,3.0,60000.0,54,51
35.0,Female,PhD,Research Director,11.0,160000.0,55,68
27.0,Male,Bachelor's Degree,Marketing Analyst,2.0,50000.0,82,79
32.0,Female,Master's Degree,Financial Manager,8.0,120000.0,55,53
26.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,55000.0,86,76
30.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,65000.0,60,70
28.0,Male,Bachelor's Degree,Product Designer,3.0,60000.0,73,67
35.0,Female,PhD,Research Director,11.0,160000.0,67,65
27.0,Male,Bachelor's Degree,Marketing Analyst,2.0,50000.0,93,91
32.0,Female,Master's Degree,Financial Manager,8.0,120000.0,72,77
28.0,Male,Bachelor's Degree,Software Engineer,3.0,85000.0,61,68
36.0,Female,Master's Degree,Marketing Director,11.0,160000.0,89,88
25.0,Male,Bachelor's Degree,Financial Analyst,1.0,55000.0,76,69
29.0,Female,PhD,Data Scientist,5.0,100000.0,92,87
33.0,Male,Bachelor's Degree,Project Manager,8.0,120000.0,52,49
27.0,Female,Bachelor's Degree,Graphic Designer,2.0,50000.0,46,48
43.0,Male,Master's Degree,Senior Software Engineer,19.0,185000.0,63,62
30.0,Female,Bachelor's Degree,Digital Marketing Specialist,4.0,65000.0,78,75
34.0,Male,Bachelor's Degree,Marketing Manager,9.0,130000.0,63,61
25.0,Female,High School,Sales Associate,0.0,25000.0,82,83
31.0,Male,Master's Degree,Financial Analyst,6.0,100000.0,70,66
27.0,Female,Bachelor's Degree,Social Media Manager,3.0,55000.0,57,59
33.0,Male,PhD,Research Scientist,10.0,150000.0,77,75
23.0,Female,High School,Receptionist,0.0,25000.0,75,89
38.0,Male,Bachelor's Degree,Product Manager,13.0,160000.0,51,55
39.0,Female,Master's Degree,Marketing Manager,14.0,170000.0,76,80
26.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,55000.0,53,50
30.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,65000.0,74,77
28.0,Male,Bachelor's Degree,Product Designer,3.0,60000.0,56,51
35.0,Female,PhD,Research Director,11.0,160000.0,66,71
27.0,Male,Bachelor's Degree,Marketing Analyst,2.0,50000.0,68,73
32.0,Female,Master's Degree,Financial Manager,8.0,120000.0,66,74
26.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,55000.0,91,78
30.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,65000.0,67,76
28.0,Male,Bachelor's Degree,Product Designer,3.0,60000.0,60,75
35.0,Female,PhD,Research Director,11.0,160000.0,92,85
27.0,Male,Bachelor's Degree,Marketing Analyst,2.0,50000.0,46,50
32.0,Female,Master's Degree,Financial Manager,8.0,120000.0,41,45
28.0,Male,Bachelor's Degree,Software Engineer,3.0,85000.0,65,65
36.0,Female,Master's Degree,Marketing Director,11.0,160000.0,31,47
25.0,Male,Bachelor's Degree,Financial Analyst,1.0,55000.0,81,65
29.0,Female,PhD,Data Scientist,5.0,100000.0,61,69
33.0,Male,Bachelor's Degree,Project Manager,8.0,120000.0,60,70
27.0,Female,Bachelor's Degree,Graphic Designer,2.0,50000.0,66,72
43.0,Male,Master's Degree,Senior Software Engineer,19.0,185000.0,48,49
30.0,Female,Bachelor's Degree,Digital Marketing Specialist,4.0,65000.0,47,53
34.0,Male,Bachelor's Degree,Marketing Manager,9.0,130000.0,76,78
25.0,Female,High School,Sales Associate,0.0,25000.0,77,91
31.0,Male,Master's Degree,Financial Analyst,6.0,100000.0,74,62
27.0,Female,Bachelor's Degree,Social Media Manager,3.0,55000.0,65,83
33.0,Male,PhD,Research Scientist,10.0,150000.0,65,52
23.0,Female,High School,Receptionist,0.0,25000.0,50,59
38.0,Male,Bachelor's Degree,Product Manager,13.0,160000.0,57,67
39.0,Female,Master's Degree,Marketing Manager,14.0,170000.0,79,78
26.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,55000.0,51,53
30.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,65000.0,82,85
28.0,Male,Bachelor's Degree,Product Designer,3.0,60000.0,64,68
35.0,Female,PhD,Research Director,11.0,160000.0,65,66
27.0,Male,Bachelor's Degree,Marketing Analyst,2.0,50000.0,62,46
32.0,Female,Master's Degree,Financial Manager,8.0,120000.0,91,93
26.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,55000.0,72,75
30.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,65000.0,63,62
28.0,Male,Bachelor's Degree,Product Designer,3.0,60000.0,78,63
35.0,Female,PhD,Research Director,11.0,160000.0,41,51
27.0,Male,Bachelor's Degree,Marketing Analyst,2.0,50000.0,80,75
32.0,Female,Master's Degree,Financial Manager,8.0,120000.0,32,35
28.0,Male,Bachelor's Degree,Software Engineer,3.0,85000.0,78,78
36.0,Female,Master's Degree,Marketing Director,11.0,160000.0,55,75
25.0,Male,Bachelor's Degree,Financial Analyst,1.0,55000.0,36,31
29.0,Female,PhD,Data Scientist,5.0,100000.0,54,66
33.0,Male,Bachelor's Degree,Project Manager,8.0,120000.0,59,54
27.0,Female,Bachelor's Degree,Graphic Designer,2.0,50000.0,73,77
43.0,Male,Master's Degree,Senior Software Engineer,19.0,185000.0,83,80
30.0,Female,Bachelor's Degree,Digital Marketing Specialist,4.0,65000.0,64,72
34.0,Male,Bachelor's Degree,Marketing Manager,9.0,130000.0,82,74
25.0,Female,High School,Sales Associate,0.0,25000.0,62,78
31.0,Male,Master's Degree,Financial Analyst,6.0,100000.0,63,71
27.0,Female,Bachelor's Degree,Social Media Manager,3.0,55000.0,89,95
33.0,Male,PhD,Research Scientist,10.0,150000.0,57,59
27.0,Male,Bachelor's Degree,Software Engineer,3.0,85000.0,84,72
35.0,Female,Master's Degree,Marketing Director,11.0,160000.0,64,76
24.0,Male,Bachelor's Degree,Financial Analyst,1.0,55000.0,85,73
28.0,Female,PhD,Data Scientist,5.0,100000.0,55,55
32.0,Male,Bachelor's Degree,Project Manager,8.0,120000.0,56,52
26.0,Female,Bachelor's Degree,Graphic Designer,2.0,50000.0,51,62
41.0,Male,Master's Degree,Senior Software Engineer,19.0,185000.0,67,63
29.0,Female,Bachelor's Degree,Digital Marketing Specialist,4.0,65000.0,73,69
33.0,Male,Bachelor's Degree,Marketing Manager,9.0,130000.0,75,65
24.0,Female,High School,Sales Associate,0.0,25000.0,79,84
30.0,Male,Master's Degree,Financial Analyst,6.0,100000.0,46,45
26.0,Female,Bachelor's Degree,Social Media Manager,3.0,55000.0,49,59
32.0,Male,PhD,Research Scientist,10.0,150000.0,90,78
22.0,Female,High School,Receptionist,0.0,25000.0,55,69
37.0,Male,Bachelor's Degree,Product Manager,13.0,160000.0,80,85
38.0,Female,Master's Degree,Marketing Manager,14.0,170000.0,80,92
27.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,55000.0,80,75
31.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,65000.0,77,80
29.0,Male,Bachelor's Degree,Product Designer,3.0,60000.0,62,67
34.0,Female,PhD,Research Director,11.0,160000.0,64,77
26.0,Male,Bachelor's Degree,Marketing Analyst,2.0,50000.0,56,51
31.0,Female,Master's Degree,Financial Manager,8.0,120000.0,70,76
27.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,55000.0,80,80
31.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,65000.0,67,75
29.0,Male,Bachelor's Degree,Product Designer,3.0,60000.0,73,67
34.0,Female,PhD,Research Director,11.0,160000.0,63,74
26.0,Male,Bachelor's Degree,Marketing Analyst,2.0,50000.0,57,45
31.0,Female,Master's Degree,Financial Manager,8.0,120000.0,56,72
27.0,Male,Bachelor's Degree,Software Engineer,3.0,85000.0,73,69
35.0,Female,Master's Degree,Marketing Director,11.0,160000.0,45,62
24.0,Male,Bachelor's Degree,Financial Analyst,1.0,55000.0,81,72
28.0,Female,PhD,Data Scientist,5.0,100000.0,56,62
32.0,Male,Bachelor's Degree,Project Manager,8.0,120000.0,86,73
26.0,Female,Bachelor's Degree,Graphic Designer,2.0,50000.0,50,64
41.0,Male,Master's Degree,Senior Software Engineer,19.0,185000.0,70,54
29.0,Female,Bachelor's Degree,Digital Marketing Specialist,4.0,65000.0,74,72
33.0,Male,Bachelor's Degree,Marketing Manager,9.0,130000.0,49,50
24.0,Female,High School,Sales Associate,0.0,25000.0,89,94
30.0,Male,Master's Degree,Financial Analyst,6.0,100000.0,78,74
26.0,Female,Bachelor's Degree,Social Media Manager,3.0,55000.0,60,72
32.0,Male,PhD,Research Scientist,10.0,150000.0,54,52
22.0,Female,High School,Receptionist,0.0,25000.0,67,70
37.0,Male,Bachelor's Degree,Product Manager,13.0,160000.0,76,75
38.0,Female,Master's Degree,Marketing Manager,14.0,170000.0,65,78
27.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,55000.0,78,80
31.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,65000.0,56,63
29.0,Male,Bachelor's Degree,Product Designer,3.0,60000.0,73,69
34.0,Female,PhD,Research Director,11.0,160000.0,32,32
26.0,Male,Bachelor's Degree,Marketing Analyst,2.0,50000.0,58,45
31.0,Female,Master's Degree,Financial Manager,8.0,120000.0,77,77
27.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,55000.0,65,61
31.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,65000.0,82,78
29.0,Male,Bachelor's Degree,Product Designer,3.0,60000.0,56,43
34.0,Female,PhD,Research Director,11.0,160000.0,44,51
26.0,Male,Bachelor's Degree,Marketing Analyst,2.0,50000.0,84,75
31.0,Female,Master's Degree,Financial Manager,8.0,120000.0,64,60
27.0,Male,Bachelor's Degree,Software Engineer,3.0,85000.0,86,75
35.0,Female,Master's Degree,Marketing Director,11.0,160000.0,62,63
24.0,Male,Bachelor's Degree,Financial Analyst,1.0,55000.0,69,58
28.0,Female,PhD,Data Scientist,5.0,100000.0,60,65
32.0,Male,Bachelor's Degree,Project Manager,8.0,120000.0,54,45
26.0,Female,Bachelor's Degree,Graphic Designer,2.0,50000.0,63,74
41.0,Male,Master's Degree,Senior Software Engineer,19.0,185000.0,46,48
29.0,Female,Bachelor's Degree,Digital Marketing Specialist,4.0,65000.0,78,89
33.0,Male,Bachelor's Degree,Marketing Manager,9.0,130000.0,78,80
24.0,Female,High School,Sales Associate,0.0,25000.0,58,71
30.0,Male,Master's Degree,Financial Analyst,6.0,100000.0,95,87
26.0,Female,Bachelor's Degree,Social Media Manager,3.0,55000.0,38,41
32.0,Male,PhD,Research Scientist,10.0,150000.0,83,76
22.0,Female,High School,Receptionist,0.0,25000.0,38,52
37.0,Male,Bachelor's Degree,Product Manager,13.0,160000.0,74,75
38.0,Female,Master's Degree,Marketing Manager,14.0,170000.0,61,63
27.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,55000.0,72,70
31.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,65000.0,47,58
29.0,Male,Bachelor's Degree,Product Designer,3.0,60000.0,83,67
34.0,Female,PhD,Research Director,11.0,160000.0,68,82
26.0,Male,Bachelor's Degree,Marketing Analyst,2.0,50000.0,63,59
31.0,Female,Master's Degree,Financial Manager,8.0,120000.0,73,83
27.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,55000.0,75,78
31.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,65000.0,69,76
29.0,Male,Bachelor's Degree,Product Designer,3.0,60000.0,69,59
34.0,Female,PhD,Research Director,11.0,160000.0,79,86
